ACCESSION	FLESH COLOR	WATERMELON MOSAIC	DAYS TO POLLINATION	FLESH DEPTH	FRUIT DIAMETER	FRUIT LENGTH	FRUIT SET	PLANT HABIT	POWDERY MILDEW	FRUIT RIBBING	UNIFORMITY	FRUIT SPOTTING	PLANT VIGOR	FRUIT COLOR	CUCUMBER MOSAIC VIRUS	FRUIT SURFACE COLOR	FRUIT SKIN TEXTURE	MAXIMUM PLANT VIGOR	CUCUMBER BEETLE INJURY	MINIMUM PLANT VIGOR	FRUIT LENGTH MAXIMUM	SQUASHBUG NYMPH	PLANT TYPE	FLESH THICKNESS MAXIMUM	SQUASHBUG ADULT	FRUIT SHAPE	FRUIT WIDTH MAXIMUM	FRUIT SURFACE PATTERN	FRUIT LENGTH MINIMUM	FRUIT WIDTH MINIMUM	100 SEED WEIGHT	WEIGHT OF 100 SEEDS	VINE-LENGTH	FRUIT SURFACE	MATURITY	FLESH THICKNESS MINIMUM
PI 379291	6 – LIGHT GREEN		59	3	27	18	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	3 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	4 – (1 = POOR,  9 = EXCELLENT)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY																						
PI 379292	4 – MEDIUM ORANGE	8 – (1 = SLIGHT,  9 = SEVERE)	59	4	25	21	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	6 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	9 – EXCELLENT																							
PI 379294	4 – MEDIUM ORANGE	9 – SEVERE	50	3	23	18	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	7 – (1 = SLIGHT,  9 = SEVERE)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY																						
PI 379295														3 – GRAY												4 – ROUND								9 – FURROWED	5 – MIDSEASON	
PI 379297	4 – MEDIUM ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	67	4	33	25	2 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	6 – (1 = SLIGHT,  9 = SEVERE)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	8 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY																						
PI 379298	4 – MEDIUM ORANGE		59	3.2	22	19	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	6 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY																						
PI 379299	5 – DARK ORANGE		52	3	23	23	8 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	6 – (1 = SLIGHT,  9 = SEVERE)	6 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY																						
PI 379300	2 – YELLOW-ORANGE		58	2.5	18	18	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	4 – (1 = SLIGHT,  9 = SEVERE)	6 – (1 = SLIGHT,  9 = PRONOUNCED)	5 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY	1 – SLIGHT																					
PI 379301	OR – ORANGE															GY – GRAY; WH – WHITE	2 – RIBBED	4 – MEDIUM-POOR		4 – MEDIUM-POOR	40		V – VINE	5		OV – OVATE; OT – OBLATE; OG – OBLONG	27		14	11						
PI 379303	6 – LIGHT GREEN		56	2.1	22	20	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	4 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY	2 – (1 = SLIGHT,  9 = SEVERE)																					
PI 379304	3 – PALE ORANGE		58	2.5	25	22	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	6 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY																						
PI 379305	OR – ORANGE															GY – GRAY; WH – WHITE	1 – SMOOTH	3 – MEDIUM		3 – MEDIUM	37		V – VINE	4		OT – OBLATE; OG – OBLONG; OV – OVATE	20		11	11						
PI 381323	YE – YELLOW; CR – CREAM															CR – CREAM; YE – YELLOW	1 – SMOOTH	3 – MEDIUM		5 – POOR	27		V – VINE	3		OV – OVATE	14	SO – SOLID COLOR	18	11	15.3; 14; 14.56; 17.56; 16.33; 14.63	9.87; 14; 14.56; 14.63; 15.3; 16.33; 17.56				2
PI 385969	CR – CREAM															OR – ORANGE; GN – GREEN	1 – SMOOTH	4 – MEDIUM-POOR		4 – MEDIUM-POOR	50		B – BUSH	4		OG – OBLONG	13		30	10	15.72; 15.1; 14.52; 14.05; 15.28; 14.08	14; 14.05; 14.08; 14.52; 15.1; 15.28; 15.72				3
PI 385970	YE – YELLOW															GN – GREEN	1 – SMOOTH	4 – MEDIUM-POOR		4 – MEDIUM-POOR	50		B – BUSH	3		OG – OBLONG	13		38	10	10; 11.25; 16.02; 13.36	10; 11.25; 13.36; 16.02				2
PI 390616	2 – YELLOW-ORANGE	9 – SEVERE	65	4	41	34	2 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	8 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	9 – EXCELLENT	5 – GREEN																						
PI 407383	5 – DARK ORANGE	2 – (1 = SLIGHT,  9 = SEVERE)	31	1.1	25	28	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE		3 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN																						
PI 407384	4 – MEDIUM ORANGE	2 – (1 = SLIGHT,  9 = SEVERE)	28	1.8	25	15	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE		5 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN																						
PI 407385	3 – PALE ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	29	2.6	18	21	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE		4 – (1 = SLIGHT,  9 = PRONOUNCED)	5 – (1 = POOR,  9 = EXCELLENT)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)																							
PI 409734	4 – MEDIUM ORANGE		42	1.5	25	60	8 – (1 = POOR,  9 = EXCELLENT)	2 – VINE		4 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN																						
PI 414676	4 – MEDIUM ORANGE		30	1.3	12	15	9 – EXCELLENT	1 – BUSH		7 – (1 = SLIGHT,  9 = PRONOUNCED)	4 – (1 = POOR,  9 = EXCELLENT)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)																							
PI 419080	5 – DARK ORANGE	2 – (1 = SLIGHT,  9 = SEVERE)	42	2.5	20	21	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE		4 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE																						
PI 419081	3 – PALE ORANGE		51	3.5	28	25	8 – (1 = POOR,  9 = EXCELLENT)	2 – VINE		6 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	6 – (1 = POOR,  9 = EXCELLENT)	2 – WHITE																						
PI 419138	3 – PALE ORANGE		47	3	20	37	9 – EXCELLENT	2 – VINE	6 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)																							
PI 419139	3 – PALE ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	41	2.7	19	17	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	8 – (1 = SLIGHT,  9 = SEVERE)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN																						
PI 438573																															17.92; 17.28	17.28; 17.92				
PI 438574																															15.08; 16.62	15.08; 16.62				
PI 438575																															16.49; 15.77; 12.9	12.9; 15.77; 16.49				
PI 442790	5 – DARK ORANGE	2 – (1 = SLIGHT,  9 = SEVERE)	65	6.4	43	16	9 – EXCELLENT	2 – VINE	1 – SLIGHT	4 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)		8 – (1 = POOR,  9 = EXCELLENT)	2 – WHITE	1 – SLIGHT																					
PI 458653			66				5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	8 – (1 = SLIGHT,  9 = SEVERE)		7 – (1 = POOR,  9 = EXCELLENT)		7 – (1 = POOR,  9 = EXCELLENT)		7 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458658	3 – PALE ORANGE	2 – (1 = SLIGHT,  9 = SEVERE)		3.2	15	25	1 – POOR	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN	4 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458659		5 – (1 = SLIGHT,  9 = SEVERE)	71					2 – VINE	6 – (1 = SLIGHT,  9 = SEVERE)		8 – (1 = POOR,  9 = EXCELLENT)		7 – (1 = POOR,  9 = EXCELLENT)		5 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458660	5 – DARK ORANGE		42	4.3	36	26	6 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	8 – (1 = SLIGHT,  9 = SEVERE)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	9 – EXCELLENT	1 – GRAY	7 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458661	5 – DARK ORANGE	2 – (1 = SLIGHT,  9 = SEVERE)	42	4.4	26	24	6 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	6 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	9 – EXCELLENT		6 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458662	5 – DARK ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	37	2	19	14	9 – EXCELLENT	2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)		9 – EXCELLENT		4 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458663	5 – DARK ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	33	2.4	23	17	8 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	2 – WHITE	3 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458664	5 – DARK ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	35	2.1	20	13	9 – EXCELLENT	2 – VINE	3 – (1 = SLIGHT,  9 = SEVERE)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)		7 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN	4 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458665	5 – DARK ORANGE	3 – (1 = SLIGHT,  9 = SEVERE)	34	3	18	17	9 – EXCELLENT	2 – VINE	6 – (1 = SLIGHT,  9 = SEVERE)	6 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)		8 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY	5 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458666	5 – DARK ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	39	3.3	31	19	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	7 – (1 = SLIGHT,  9 = SEVERE)	6 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)		7 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY	4 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458668	5 – DARK ORANGE	6 – (1 = SLIGHT,  9 = SEVERE)	28	4.5	28	24	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)		2 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458669	4 – MEDIUM ORANGE	6 – (1 = SLIGHT,  9 = SEVERE)	47	4.2	32	30	6 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE	2 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458670	4 – MEDIUM ORANGE	3 – (1 = SLIGHT,  9 = SEVERE)	39	4.5	30	25	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	8 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY	5 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458672	4 – MEDIUM ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	48	4.5	27	13	9 – EXCELLENT	2 – VINE	4 – (1 = SLIGHT,  9 = SEVERE)	9 – PRONOUNCED	8 – (1 = POOR,  9 = EXCELLENT)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE	2 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458673	5 – DARK ORANGE	6 – (1 = SLIGHT,  9 = SEVERE)	36	2	15	7	9 – EXCELLENT	1 – BUSH	5 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)		2 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458674	5 – DARK ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	42	4.3	20	9	7 – (1 = POOR,  9 = EXCELLENT)	1 – BUSH	1 – SLIGHT	5 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	7 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY	2 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458675	5 – DARK ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	35	4.5	18	8	9 – EXCELLENT	1 – BUSH	7 – (1 = SLIGHT,  9 = SEVERE)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	7 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY	2 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458676	4 – MEDIUM ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	37	4.5	18	9	8 – (1 = POOR,  9 = EXCELLENT)	1 – BUSH	1 – SLIGHT	6 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	7 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY	2 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458677	4 – MEDIUM ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	28	3.5	18	9	6 – (1 = POOR,  9 = EXCELLENT)	1 – BUSH	1 – SLIGHT	3 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN	2 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458678	2 – YELLOW-ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	39	2	14	9	9 – EXCELLENT	1 – BUSH	2 – (1 = SLIGHT,  9 = SEVERE)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	9 – EXCELLENT	5 – (1 = SLIGHT,  9 = PRONOUNCED)	9 – EXCELLENT	5 – GREEN	2 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458679	5 – DARK ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	28	1.5	22	11	6 – (1 = POOR,  9 = EXCELLENT)	1 – BUSH	1 – SLIGHT	7 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	7 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN	2 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458680	3 – PALE ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	36	2	14	8	9 – EXCELLENT	1 – BUSH	1 – SLIGHT	7 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY	2 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458681	4 – MEDIUM ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	33	4	21	14	3 – (1 = POOR,  9 = EXCELLENT)	1 – BUSH	2 – (1 = SLIGHT,  9 = SEVERE)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	7 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN	2 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458682	4 – MEDIUM ORANGE	6 – (1 = SLIGHT,  9 = SEVERE)	28	2.8	12	7	9 – EXCELLENT	1 – BUSH	1 – SLIGHT	5 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY	2 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458683	5 – DARK ORANGE	6 – (1 = SLIGHT,  9 = SEVERE)	29	2	14	6	9 – EXCELLENT	1 – BUSH	1 – SLIGHT	7 – (1 = SLIGHT,  9 = PRONOUNCED)	9 – EXCELLENT	1 – SLIGHT	6 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN	2 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458684	5 – DARK ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	33	2.8	14	10	9 – EXCELLENT	1 – BUSH	3 – (1 = SLIGHT,  9 = SEVERE)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN	2 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458685	4 – MEDIUM ORANGE	6 – (1 = SLIGHT,  9 = SEVERE)	45	4.8	22	18	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	4 – (1 = SLIGHT,  9 = SEVERE)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	5 – (1 = POOR,  9 = EXCELLENT)		3 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458686	5 – DARK ORANGE	6 – (1 = SLIGHT,  9 = SEVERE)	33	5.2	22	15	3 – (1 = POOR,  9 = EXCELLENT)	1 – BUSH	7 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	8 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN	4 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458687	5 – DARK ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	31	5	24	12	5 – (1 = POOR,  9 = EXCELLENT)	1 – BUSH	4 – (1 = SLIGHT,  9 = SEVERE)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)		7 – (1 = POOR,  9 = EXCELLENT)		4 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458688	5 – DARK ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	30	2	11	6	9 – EXCELLENT	1 – BUSH	2 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	5 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN	5 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458689	5 – DARK ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	40	2.5	14	7	9 – EXCELLENT	1 – BUSH	2 – (1 = SLIGHT,  9 = SEVERE)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN	5 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458690	5 – DARK ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	37	2.4	16	10	7 – (1 = POOR,  9 = EXCELLENT)	1 – BUSH	2 – (1 = SLIGHT,  9 = SEVERE)	8 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	7 – (1 = POOR,  9 = EXCELLENT)		4 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458691	5 – DARK ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	53	7.5	28	16	3 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	7 – (1 = SLIGHT,  9 = SEVERE)	9 – PRONOUNCED	8 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	7 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY																						
PI 458692	4 – MEDIUM ORANGE	3 – (1 = SLIGHT,  9 = SEVERE)	32	2.5	16	10	8 – (1 = POOR,  9 = EXCELLENT)	1 – BUSH	3 – (1 = SLIGHT,  9 = SEVERE)	8 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE	3 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458693	5 – DARK ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	48	2.3	17	10	9 – EXCELLENT	1 – BUSH	2 – (1 = SLIGHT,  9 = SEVERE)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	9 – EXCELLENT	1 – GRAY	2 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458694	4 – MEDIUM ORANGE	3 – (1 = SLIGHT,  9 = SEVERE)	33	3.6	20	12	5 – (1 = POOR,  9 = EXCELLENT)	1 – BUSH	2 – (1 = SLIGHT,  9 = SEVERE)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	8 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE	3 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458695	4 – MEDIUM ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	33	3.2	16	8	9 – EXCELLENT	1 – BUSH	4 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY	4 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458696	5 – DARK ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	41	4.5	28	20	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	6 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN	5 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458697	4 – MEDIUM ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	28	2	13	11	9 – EXCELLENT	1 – BUSH	3 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN	4 – (1 = SLIGHT,  9 = SEVERE)																					
PI 458698	4 – MEDIUM ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	28	1.8	13	7	9 – EXCELLENT	1 – BUSH	3 – (1 = SLIGHT,  9 = SEVERE)	6 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	9 – EXCELLENT	5 – GREEN	4 – (1 = SLIGHT,  9 = SEVERE)																					
